Store 07;Customer 1342;83578;Electronics;10/07/2006 18:25;3;99,2;73
Store 07;Customer 336;38413;Toys;13/02/2007 04:09;4;69,9;74
Store 03;Customer 1581;37232;Movies;13/05/2008 03:56;2;93,4;75
Store 13;Customer 1863;82358;Clothing;27/07/2008 09:45;8;97,2;76
Store 11;Customer 127;41413;Home/Garden;05/08/2005 06:27;8;48,9;77
Store 15;Customer 163;31345;Books;30/07/2006 10:41;1;52,3;78
Store 02;Customer 281;69611;Movies;31/12/2007 22:49;7;96,2;79
Store 11;Customer 609;27246;Toys;23/04/2007 11:30;5;60,6;80
Store 12;Customer 50;87913;Electronics;27/02/2005 11:49;2;43,8;81
Store 12;Customer 1550;97603;Electronics;06/10/2008 07:00;9;10,5;82
Store 09;Customer 1042;64462;Movies;11/03/2007 01:23;4;27,8;83
Store 12;Customer 23;30029;Health;13/03/2005 21:27;9;74,5;84
Store 10;Customer 341;44995;Sports;04/11/2006 08:05;2;87,2;85
Store 09;Customer 697;69664;Movies;01/02/2008 04:03;6;30,6;86
Store 13;Customer 183;83998;Electronics;01/10/2008 01:03;4;90,9;87
Store 10;Customer 532;43755;Sports;14/11/2007 00:41;3;15,5;88
Store 15;Customer 386;79927;Clothing;13/08/2005 05:05;3;75,4;89
Store 06;Customer 1927;79753;Clothing;09/01/2006 04:19;5;85,7;90
Store 04;Customer 379;18905;Movies;24/12/2005 08:51;7;92,6;91
Store 08;Customer 96;69585;Health;20/04/2006 17:20;9;10,3;92
Store 06;Customer 1416;87646;Clothing;30/10/2007 18:59;2;27,3;93
Store 01;Customer 471;16086;Clothing;02/12/2005 23:01;2;72,3;94
Store 04;Customer 1518;62602;Sports;20/12/2007 06:31;4;41,7;95
Store 10;Customer 4;58003;Health;11/10/2006 11:22;8;65,1;96
Store 01;Customer 1698;60653;Health;12/06/2006 10:33;6;22,5;97
Store 13;Customer 103;96917;Health;07/11/2006 17:42;8;67,2;98
Store 02;Customer 728;46043;Home/Garden;02/01/2007 13:07;6;64;99
Store 11;Customer 493;38105;Toys;10/11/2008 05:28;1;44,3;100
Store 09;Customer 24;37189;Health;19/05/2007 06:48;6;62,4;101
Store 14;Customer 1459;70416;Books;19/07/2007 16:16;1;18,5;102
Store 06;Customer 930;80698;Electronics;01/06/2006 08:04;3;91,3;103
Store 07;Customer 174;19097;Clothing;07/06/2006 14:48;3;64,2;104
Store 03;Customer 1792;26886;Home/Garden;20/07/2008 00:03;9;75,5;105
Store 02;Customer 122;24824;Sports;02/08/2007 00:55;6;46,2;106
Store 04;Customer 1794;97924;Health;15/01/2007 21:49;4;73,5;107
Store 01;Customer 1968;28644;Clothing;22/04/2005 17:49;9;62,2;108
Store 13;Customer 495;34734;Toys;14/09/2006 22:57;3;53,9;109
Store 12;Customer 609;70162;Clothing;30/09/2007 20:29;8;19,1;110
Store 14;Customer 1058;31278;Health;27/05/2005 14:00;8;59,6;111
Store 09;Customer 1812;73547;Health;01/04/2005 08:41;8;42,1;112
Store 11;Customer 497;29120;Health;07/09/2006 21:29;3;63,1;113
Store 07;Customer 993;77611;Electronics;24/12/2005 01:01;6;83,5;114
Store 08;Customer 894;13490;Home/Garden;06/10/2008 21:07;2;45,5;115
Store 05;Customer 153;46269;Sports;14/03/2005 07:40;2;82,9;116
Store 06;Customer 1282;87551;Movies;20/08/2006 04:12;3;62,9;117
Store 03;Customer 1419;15882;Clothing;01/10/2006 07:24;7;10;118
Store 06;Customer 616;72038;Home/Garden;26/09/2006 13:21;9;22,8;119
Store 08;Customer 856;54815;Clothing;09/08/2007 09:16;6;92;120
Store 14;Customer 409;42201;Home/Garden;18/04/2008 09:34;4;67,5;121
Store 12;Customer 1852;95442;Movies;23/12/2007 20:06;5;56,3;122
Store 01;Customer 1400;78279;Books;15/01/2007 07:50;9;84,3;123
Store 07;Customer 28;50552;Home/Garden;01/02/2006 13:14;9;44,5;124
Store 14;Customer 192;50192;Electronics;27/03/2006 21:58;3;30,7;125
Store 09;Customer 250;51377;Clothing;20/06/2005 13:25;6;10,4;126
Store 02;Customer 149;14372;Health;16/09/2006 18:22;3;76,2;127
Store 09;Customer 1951;39000;Home/Garden;15/04/2005 13:06;3;53,3;128
Store 01;Customer 1841;81090;Movies;13/10/2008 20:26;2;57,3;129
Store 14;Customer 573;10490;Movies;12/07/2007 00:38;5;73,2;130
Store 05;Customer 266;52263;Clothing;24/05/2006 09:34;2;13,7;131
Store 04;Customer 15;56644;Sports;20/07/2006 11:55;6;17,8;132
Store 09;Customer 1696;72346;Electronics;30/03/2008 17:21;8;53;133
Store 02;Customer 571;22139;Clothing;23/11/2006 04:42;8;47,2;134
Store 08;Customer 230;52973;Sports;20/10/2005 00:58;9;41;135
Store 04;Customer 271;68913;Movies;15/02/2005 10:04;3;62,7;136
Store 14;Customer 1088;98591;Movies;14/02/2006 01:47;2;59;137
Store 08;Customer 1115;95804;Toys;10/04/2007 11:16;4;19,9;138
Store 01;Customer 548;54903;Electronics;30/06/2007 05:53;9;37,7;139
Store 02;Customer 617;44745;Toys;15/09/2005 17:24;5;34,3;140
Store 04;Customer 1892;92602;Health;08/11/2005 06:28;5;19,7;141
Store 07;Customer 395;44484;Books;17/11/2006 08:17;7;75,3;142
Store 03;Customer 867;71592;Home/Garden;06/08/2007 21:17;7;10,3;143
Store 11;Customer 112;74958;Electronics;15/02/2006 03:41;9;54,5;144
Store 05;Customer 964;69477;Home/Garden;06/06/2007 21:23;7;58,5;145
Store 07;Customer 1356;34376;Home/Garden;02/04/2007 07:40;8;48;146
Store 09;Customer 867;61950;Toys;05/10/2007 20:58;2;35,3;147
Store 13;Customer 1156;95322;Electronics;16/06/2008 11:27;9;81,2;148
Store 01;Customer 1674;15662;Books;12/09/2006 23:12;7;17,8;149
Store 15;Customer 586;64947;Health;01/04/2006 16:01;7;97,9;150
Store 05;Customer 172;63278;Movies;29/01/2007 22:34;5;87,4;151
Store 04;Customer 334;76751;Toys;05/03/2006 00:15;8;47,9;152
Store 12;Customer 1768;94138;Toys;23/12/2005 07:37;1;41,3;153
Store 07;Customer 201;60908;Health;07/02/2005 09:50;4;77,3;154
Store 02;Customer 1356;28743;Clothing;13/02/2008 16:50;2;54,5;155
Store 04;Customer 202;54961;Toys;12/11/2005 14:10;9;56,8;156
Store 04;Customer 119;50726;Movies;13/05/2006 14:11;8;24,1;157
Store 15;Customer 1403;96152;Home/Garden;27/08/2008 10:15;6;52,2;158
Store 14;Customer 557;40600;Electronics;23/07/2008 13:18;5;79,7;159
Store 09;Customer 1621;58510;Sports;19/07/2007 02:57;2;69,9;160
Store 09;Customer 61;13432;Electronics;12/07/2008 11:09;6;28,9;161
Store 12;Customer 30;67981;Health;19/08/2007 18:43;4;44,6;162
Store 03;Customer 1792;67740;Health;30/10/2006 11:48;5;53,6;163
Store 06;Customer 1627;63671;Movies;05/10/2008 05:39;6;43;164
Store 08;Customer 1083;99716;Toys;20/08/2006 00:33;3;22,3;165
Store 02;Customer 1953;27967;Sports;25/11/2006 11:52;2;80,8;166
Store 06;Customer 1881;24115;Home/Garden;31/05/2006 19:11;2;96,7;167
Store 03;Customer 515;47326;Clothing;15/08/2005 18:16;3;74,1;168
Store 03;Customer 563;18746;Books;26/08/2006 14:28;2;93,8;169
Store 02;Customer 1575;45195;Home/Garden;09/06/2006 18:15;3;19,4;170
Store 04;Customer 55;57948;Toys;28/11/2007 14:12;3;39,1;171
Store 13;Customer 1414;97211;Home/Garden;02/03/2005 18:30;2;47;172
Store 05;Customer 1442;85036;Health;10/08/2005 18:29;9;53,6;173
Store 10;Customer 1267;46381;Movies;28/03/2005 11:24;7;55,8;174
Store 05;Customer 1311;48478;Toys;05/07/2005 10:10;3;42,7;175
Store 11;Customer 1032;36571;Sports;11/01/2006 04:38;5;24,6;176
Store 04;Customer 95;70029;Movies;11/11/2007 17:19;3;36,2;177
Store 08;Customer 547;31151;Movies;25/10/2007 13:09;4;51,7;178
Store 01;Customer 1654;78182;Home/Garden;12/04/2007 20:52;6;49;179
Store 13;Customer 747;62360;Electronics;16/08/2007 05:27;8;13;180
Store 11;Customer 351;66580;Home/Garden;14/10/2006 11:24;5;48,1;181
Store 12;Customer 1641;89887;Health;12/09/2007 17:09;6;33,4;182
Store 12;Customer 1018;96458;Books;26/05/2005 23:13;7;73,8;183
Store 01;Customer 1497;35055;Sports;30/04/2007 19:45;7;30,5;184
Store 02;Customer 755;36239;Books;25/07/2008 08:12;4;40,5;185
Store 08;Customer 1187;86397;Books;02/02/2008 08:51;7;24,1;186
Store 13;Customer 1707;71675;Home/Garden;05/09/2008 01:39;3;40,8;187
Store 01;Customer 958;89025;Sports;03/09/2006 16:52;7;67,2;188
Store 05;Customer 1825;26324;Home/Garden;03/08/2008 19:04;9;74,1;189
Store 07;Customer 796;17952;Toys;26/10/2005 10:58;6;84,5;190
Store 10;Customer 1642;82760;Home/Garden;06/09/2008 20:04;1;81,7;191
Store 01;Customer 680;26329;Books;21/09/2007 07:19;4;48,2;192
Store 12;Customer 1387;80707;Movies;07/07/2007 17:54;4;78,6;193
Store 01;Customer 1564;37379;Clothing;04/06/2005 18:37;3;35,2;194
Store 01;Customer 1149;28623;Health;23/06/2007 11:35;4;50,5;195
Store 14;Customer 278;67253;Sports;31/08/2006 08:59;9;90,4;196
Store 11;Customer 1072;69287;Sports;11/04/2008 22:42;1;73,9;197
Store 05;Customer 1433;18129;Clothing;27/06/2005 03:07;7;91,3;198
Store 13;Customer 494;12927;Home/Garden;01/04/2007 07:21;5;13,9;199
Store 02;Customer 1038;42708;Movies;25/05/2008 16:27;3;16,2;200
Store 07;Customer 1868;97018;Toys;10/02/2007 18:11;9;52;201
Store 01;Customer 560;33530;Toys;21/06/2006 00:48;1;49,7;202
Store 11;Customer 191;74760;Health;13/12/2007 12:40;8;98;203
Store 14;Customer 1498;25933;Books;26/08/2007 15:51;9;37;204
Store 13;Customer 365;35864;Movies;24/11/2008 16:46;7;94,1;205
Store 01;Customer 1887;61616;Clothing;20/05/2007 11:41;3;66,3;206
Store 15;Customer 1035;73635;Sports;13/02/2006 18:59;6;28,7;207
Store 03;Customer 801;24200;Home/Garden;05/04/2007 11:39;5;19,7;208
Store 09;Customer 373;79227;Electronics;20/01/2008 18:03;4;86,2;209
Store 15;Customer 777;68498;Clothing;29/03/2007 14:19;5;16,8;210
Store 01;Customer 124;67805;Books;25/10/2006 01:15;6;99,7;211
Store 04;Customer 1827;52203;Toys;28/02/2007 09:24;4;17,3;212
Store 12;Customer 1719;72629;Home/Garden;25/05/2008 20:41;9;78,8;213
Store 07;Customer 1612;27891;Home/Garden;08/07/2008 10:33;9;53,9;214
Store 05;Customer 1459;97182;Sports;20/07/2007 17:33;3;21,7;215
Store 08;Customer 557;64018;Electronics;07/11/2008 04:11;5;86,3;216
Store 10;Customer 1008;80892;Home/Garden;30/08/2006 13:47;4;10,7;217
Store 04;Customer 1982;89208;Clothing;29/10/2006 14:18;8;96,3;218
Store 09;Customer 1865;22792;Movies;23/03/2007 11:50;3;84,4;219
Store 07;Customer 1148;12426;Electronics;04/05/2008 09:56;8;57,1;220
Store 07;Customer 306;47103;Movies;30/05/2006 06:37;9;31,4;221
Store 02;Customer 899;48556;Movies;24/08/2006 17:50;2;43,7;222
Store 14;Customer 1905;31771;Health;10/02/2007 17:12;6;45,2;223
Store 12;Customer 862;34284;Movies;12/09/2008 02:56;6;25,1;224
Store 10;Customer 1599;56886;Home/Garden;09/03/2007 15:43;2;43,3;225
Store 02;Customer 1739;14433;Movies;04/05/2008 18:23;4;88,2;226
Store 04;Customer 1943;12212;Sports;12/06/2006 23:19;1;24,9;227
Store 05;Customer 836;65250;Movies;08/03/2008 13:45;2;20,2;228
Store 12;Customer 1072;69655;Books;06/01/2007 23:33;2;27,4;229
Store 01;Customer 536;30884;Clothing;30/08/2005 13:54;5;50;230
Store 15;Customer 841;93589;Health;23/09/2008 11:18;5;18,6;231
Store 10;Customer 1204;36361;Home/Garden;01/09/2006 15:26;1;88;232
Store 01;Customer 1792;74948;Electronics;24/01/2006 17:57;5;66,6;233
Store 02;Customer 685;24589;Books;13/06/2007 05:34;6;62,8;234
Store 12;Customer 1280;21167;Books;01/05/2005 15:38;2;99,2;235
Store 10;Customer 970;51907;Sports;30/07/2008 11:01;9;89,2;236
Store 14;Customer 266;48850;Health;04/07/2008 00:19;4;18,8;237
Store 04;Customer 97;40578;Health;19/05/2008 20:06;4;37,5;238
Store 13;Customer 1818;54827;Clothing;13/04/2007 19:55;6;42,1;239
Store 09;Customer 190;79511;Movies;06/11/2008 03:52;3;89,3;240
Store 04;Customer 1339;68404;Home/Garden;29/12/2005 00:34;8;16,7;241
Store 08;Customer 1298;87126;Clothing;16/07/2007 20:26;6;90,8;242
Store 03;Customer 807;36793;Movies;07/02/2005 09:41;6;70,6;243
Store 15;Customer 1855;45079;Toys;09/08/2006 15:29;5;82,5;244
Store 09;Customer 1845;73989;Electronics;09/11/2007 11:04;2;12,4;245
Store 06;Customer 1686;68531;Sports;28/03/2008 15:14;8;54,2;246
Store 10;Customer 429;79327;Sports;31/05/2007 05:55;6;68,8;247
Store 05;Customer 462;57293;Toys;03/02/2008 17:48;6;33,3;248
Store 09;Customer 977;53316;Home/Garden;30/12/2006 04:24;7;66,2;249
Store 01;Customer 1005;78720;Movies;22/01/2006 21:42;6;19;250
Store 12;Customer 1914;92194;Books;24/08/2008 07:47;7;74,9;251
Store 05;Customer 536;65266;Movies;12/01/2008 12:48;4;26,8;252
Store 04;Customer 1455;38105;Sports;04/03/2005 12:04;1;26,2;253
Store 14;Customer 162;40464;Movies;18/09/2007 02:35;6;55;254
Store 09;Customer 549;59986;Toys;20/10/2008 06:09;8;95,1;255
Store 10;Customer 763;17611;Electronics;19/11/2005 07:23;3;90,6;256
Store 10;Customer 1868;82294;Books;29/08/2005 22:50;1;75,9;257
Store 07;Customer 1872;84281;Movies;24/04/2005 00:57;2;59,1;258
Store 12;Customer 241;60239;Toys;08/01/2007 21:13;9;35,9;259
Store 05;Customer 1769;77011;Electronics;22/07/2005 19:39;5;43,8;260
Store 11;Customer 352;50648;Movies;30/05/2005 13:32;4;28,1;261
Store 07;Customer 432;95005;Books;25/08/2006 10:45;5;81,4;262
Store 07;Customer 47;54441;Books;11/05/2008 19:18;5;37,4;263
Store 11;Customer 937;59023;Sports;11/06/2007 23:37;1;34,2;264
Store 14;Customer 147;91036;Toys;20/07/2005 08:04;8;58,2;265
Store 09;Customer 1504;32520;Clothing;11/09/2007 10:58;1;21,5;266
Store 06;Customer 365;96597;Sports;05/10/2006 22:25;6;90,5;267
Store 10;Customer 1386;71713;Toys;04/08/2007 22:27;9;46,7;268
Store 08;Customer 1291;21614;Sports;27/09/2008 01:48;3;43,5;269
Store 15;Customer 1486;12054;Movies;21/04/2005 12:27;5;99,6;270
Store 10;Customer 913;11163;Home/Garden;10/03/2008 20:02;1;87,9;271
Store 04;Customer 83;33036;Home/Garden;10/03/2005 20:14;4;63,7;272
Store 06;Customer 1749;57163;Home/Garden;11/05/2005 02:41;2;28,2;273
Store 13;Customer 643;15599;Sports;05/01/2008 07:25;7;31,8;274
Store 13;Customer 1916;17836;Electronics;07/05/2006 14:25;2;81,8;275
Store 12;Customer 997;61664;Clothing;25/05/2008 15:31;5;67,4;276
Store 07;Customer 893;72712;Health;09/09/2006 10:47;9;45,2;277
Store 07;Customer 1421;89538;Books;21/06/2006 03:44;4;26,2;278
Store 06;Customer 668;68416;Home/Garden;07/07/2008 17:57;3;18,4;279
Store 07;Customer 1249;82915;Movies;30/06/2006 22:56;5;19,8;280
Store 06;Customer 442;67068;Clothing;17/11/2008 16:14;1;52,3;281
Store 08;Customer 1989;31946;Health;16/07/2006 16:36;2;70,5;282
Store 03;Customer 1713;52477;Books;15/08/2008 20:51;6;18,6;283
Store 15;Customer 661;80876;Movies;23/08/2006 21:46;5;68,8;284
Store 01;Customer 426;22472;Clothing;27/11/2008 14:08;8;17,4;285
Store 12;Customer 399;27009;Clothing;04/03/2008 12:18;5;61,6;286
Store 13;Customer 1035;10627;Toys;26/09/2006 18:19;4;73,6;287
Store 14;Customer 1761;81596;Sports;11/11/2006 17:15;5;45,2;288
Store 08;Customer 887;64438;Clothing;20/03/2005 18:38;2;78,5;289
Store 12;Customer 1262;49952;Electronics;28/08/2005 13:58;2;14,6;290
Store 04;Customer 830;59315;Sports;15/03/2005 20:25;7;95,9;291
Store 11;Customer 376;31866;Books;16/09/2006 19:18;6;44,4;292
Store 11;Customer 613;89854;Toys;08/10/2007 13:42;2;86,3;293
Store 03;Customer 102;54111;Home/Garden;07/04/2007 11:38;5;29,4;294
Store 08;Customer 451;85056;Clothing;30/08/2006 03:25;9;19;295
Store 04;Customer 978;16155;Sports;15/08/2006 19:36;4;19,5;296
Store 03;Customer 1945;23061;Clothing;17/07/2008 22:02;6;20;297
Store 06;Customer 1949;70399;Books;22/03/2007 14:35;5;11,2;298
Store 07;Customer 444;86509;Books;24/05/2005 21:08;1;37,9;299
Store 04;Customer 430;23116;Health;23/02/2007 12:19;3;59,8;300
Store 09;Customer 230;81743;Clothing;30/06/2008 15:35;2;18,7;301
Store 13;Customer 1723;87904;Toys;13/01/2008 08:39;2;19,7;302
Store 02;Customer 1795;64950;Clothing;08/09/2007 06:29;1;80,3;303
Store 10;Customer 964;94429;Health;21/02/2006 09:04;2;71,9;304
Store 10;Customer 1654;53221;Sports;18/11/2007 05:27;2;41,6;305
Store 03;Customer 1824;55137;Books;18/05/2006 03:19;7;93;306
Store 02;Customer 655;51962;Sports;26/09/2008 06:10;9;99,4;307
Store 01;Customer 1895;70299;Clothing;23/04/2006 10:02;9;42,3;308
Store 01;Customer 1475;83698;Health;20/11/2006 07:54;4;26;309
Store 14;Customer 1236;18868;Movies;13/06/2006 02:27;7;22,9;310
Store 14;Customer 1955;33381;Electronics;21/02/2007 21:10;5;22,8;311
Store 09;Customer 1417;70841;Sports;26/05/2007 08:01;8;14,4;312
Store 07;Customer 1057;41335;Home/Garden;12/11/2007 20:48;8;69,2;313
Store 01;Customer 1641;12379;Movies;09/05/2006 10:42;6;19,6;314
Store 12;Customer 1412;36476;Electronics;22/09/2006 07:37;7;56,4;315
Store 03;Customer 792;16204;Health;30/10/2005 14:38;8;54,1;316
Store 13;Customer 633;66894;Home/Garden;01/10/2007 20:49;1;61,7;317
Store 11;Customer 588;78050;Movies;22/08/2006 18:52;2;71,9;318
Store 11;Customer 902;79281;Home/Garden;15/05/2007 17:14;7;87,9;319
Store 02;Customer 1942;76241;Electronics;02/06/2008 00:06;8;70,3;320
Store 15;Customer 1124;52443;Health;24/04/2005 12:20;8;62,6;321
Store 14;Customer 1242;86970;Books;08/09/2008 18:56;7;84,4;322
Store 06;Customer 1924;78230;Home/Garden;29/06/2006 10:14;3;70,1;323
Store 02;Customer 695;87757;Home/Garden;29/01/2006 02:12;2;50,8;324
Store 01;Customer 1985;50541;Movies;02/08/2006 15:06;8;31,6;325
Store 05;Customer 1919;37518;Movies;17/03/2008 19:32;8;10,9;326
Store 05;Customer 1081;98141;Sports;11/03/2006 00:01;9;45,3;327
Store 10;Customer 1298;48656;Toys;15/01/2008 13:45;2;96,4;328
Store 02;Customer 405;64867;Sports;16/04/2006 10:55;3;26,1;329
Store 02;Customer 1385;41109;Clothing;05/07/2005 07:59;5;84,9;330
Store 05;Customer 704;33741;Clothing;14/02/2007 01:18;6;71,1;331
Store 15;Customer 1785;91974;Movies;11/07/2006 11:05;9;50,8;332
Store 04;Customer 1438;38811;Health;11/11/2008 00:16;3;96,1;333
Store 02;Customer 362;16117;Movies;12/06/2005 07:00;7;88,1;334
Store 12;Customer 580;16416;Clothing;29/07/2007 10:38;3;25,6;335
Store 05;Customer 965;10716;Sports;23/10/2007 22:32;3;25,1;336
Store 04;Customer 947;10534;Home/Garden;06/07/2007 08:51;3;66,6;337
Store 03;Customer 1740;71184;Health;13/02/2008 17:06;1;32,3;338
Store 06;Customer 116;38041;Electronics;01/11/2007 01:49;4;91,5;339
Store 12;Customer 1162;50906;Home/Garden;07/02/2006 00:04;4;96,9;340
Store 05;Customer 283;34199;Electronics;01/03/2008 11:38;7;62,4;341
Store 14;Customer 1727;80669;Sports;12/12/2006 23:31;4;52,9;342
Store 02;Customer 1158;35827;Movies;24/09/2007 18:14;8;87;343
Store 13;Customer 730;17651;Sports;23/02/2005 17:29;8;73,2;344
Store 14;Customer 856;88202;Movies;24/06/2005 22:38;3;21,2;345
Store 07;Customer 382;72069;Movies;18/03/2005 00:14;2;69,4;346
Store 11;Customer 581;43892;Movies;24/01/2008 05:11;8;94;347
Store 08;Customer 1269;66998;Sports;17/03/2005 02:18;5;56,4;348
Store 12;Customer 1519;22000;Clothing;07/03/2006 23:46;4;85,6;349
Store 14;Customer 383;58488;Books;08/12/2007 19:26;1;77;350
Store 01;Customer 1339;31888;Books;27/06/2008 07:48;3;23,8;351
Store 10;Customer 1837;55391;Sports;28/07/2005 22:21;8;26,3;352
Store 12;Customer 342;90552;Clothing;13/01/2006 23:01;1;40,9;353
Store 09;Customer 1511;75642;Sports;04/06/2005 17:42;6;78,7;354
Store 15;Customer 1765;48761;Toys;09/09/2008 16:29;3;55,9;355
Store 02;Customer 952;23134;Health;06/10/2007 18:29;2;19,5;356
Store 02;Customer 42;22793;Movies;15/06/2006 16:53;5;18,1;357
Store 01;Customer 1309;50239;Health;21/06/2007 15:21;6;22,1;358
Store 06;Customer 614;60676;Sports;22/07/2005 12:09;1;94,2;359
Store 07;Customer 334;48835;Movies;14/01/2008 23:22;2;22,5;360
Store 02;Customer 732;14971;Clothing;16/02/2007 20:28;7;98;361
Store 04;Customer 1479;82496;Electronics;09/01/2007 07:35;3;66,6;362
Store 09;Customer 780;82215;Sports;19/01/2008 03:45;9;95,9;363
Store 06;Customer 353;62165;Books;22/06/2008 05:01;8;27,4;364
Store 10;Customer 1095;60469;Home/Garden;12/11/2008 23:53;9;22,9;365
Store 05;Customer 433;58408;Electronics;27/06/2007 10:06;5;78,4;366
Store 13;Customer 1433;93245;Health;10/08/2007 06:20;7;93,4;367
Store 05;Customer 411;74381;Home/Garden;14/10/2007 22:52;8;91,1;368
Store 10;Customer 1008;77281;Movies;16/06/2007 07:21;4;33,6;369
Store 13;Customer 1324;95584;Clothing;05/09/2007 15:45;8;70,2;370
